id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	10	0	0	48	48	0	48	0	0
2	10	47	48	175	31	0	128	97	1
5	10	61	108	286	39	0	225	186	47
6	10	66	128	325	39	0	259	220	62
12	10	130	286	780	24	0	650	626	156
40	10	427	1004	1012	8	0	585	577	577
43	10	468	1086	1089	3	0	621	618	618
11	10	128	254	1809	43	17	1681	1638	126
73	10	756	1829	1843	14	0	1087	1073	1073
28	10	256	696	1932	29	53	1676	1647	440
84	10	826	2103	2112	9	0	1286	1277	1277
33	10	344	820	2140	28	0	1796	1768	476
13	10	151	325	2171	54	0	2020	1966	174
56	10	518	1321	2907	34	0	2389	2355	803
34	10	349	860	3882	42	43	3533	3491	511
98	10	935	2399	3959	25	20	3024	2999	1464
42	10	434	1044	4121	56	0	3687	3631	610
27	10	248	656	4721	72	0	4473	4401	408
79	10	805	2008	5008	36	5	4203	4167	1203
17	10	184	387	5476	85	0	5292	5207	203
47	10	489	1150	5630	54	69	5141	5087	661
46	10	484	1129	5686	48	116	5202	5154	645
67	10	688	1693	6142	79	0	5454	5375	1005
23	10	227	567	7295	79	55	7068	6989	340
31	10	325	780	7719	110	63	7394	7284	455
78	10	799	1972	9014	93	24	8215	8122	1173
87	10	855	2154	9200	99	50	8345	8246	1299
18	10	195	427	9578	82	140	9383	9301	232
3	10	58	68	9782	168	30	9724	9556	10
62	10	612	1531	9893	125	21	9281	9156	919
0	0	0	-1	10016	10016	0	10016	0	-1
