id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
13	10	67	249	264	15	0	197	182	182
7	10	26	78	1226	35	9	1200	1165	52
3	10	10	31	1867	51	16	1857	1806	21
57	10	506	1427	3066	24	0	2560	2536	921
96	10	897	2476	4016	26	0	3119	3093	1579
37	10	330	924	4137	40	47	3807	3767	594
55	10	502	1367	4559	47	12	4057	4010	865
89	10	832	2275	5372	43	10	4540	4497	1443
52	10	428	1284	5943	63	5	5515	5452	856
53	10	458	1307	5957	74	0	5499	5425	849
33	10	300	833	6907	75	11	6607	6532	533
34	10	310	873	7047	81	28	6737	6656	563
36	10	323	904	7061	78	21	6738	6660	581
39	10	346	962	7139	65	24	6793	6728	616
1	10	0	0	7402	149	17	7402	7253	0
56	10	504	1407	7502	64	43	6998	6934	903
62	10	567	1560	7605	78	23	7038	6960	993
68	10	616	1715	7782	88	0	7166	7078	1099
81	10	763	2092	8167	79	20	7404	7325	1329
44	10	367	1082	8687	94	3	8320	8226	715
50	10	411	1226	8816	100	45	8405	8305	815
21	10	164	523	8941	124	23	8777	8653	359
26	10	211	662	9367	86	94	9156	9070	451
28	10	228	697	9428	92	71	9200	9108	469
0	0	0	-1	10001	10001	0	10001	0	-1
