id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
23	10	178	537	548	11	0	370	359	359
19	10	171	483	1333	34	0	1162	1128	312
7	10	90	182	1501	49	0	1411	1362	92
60	10	604	1521	1539	18	0	935	917	917
93	10	858	2344	2359	15	0	1501	1486	1486
36	10	326	893	2534	17	16	2208	2191	567
4	10	39	96	2551	63	28	2512	2449	57
50	10	458	1233	2893	31	0	2435	2404	775
59	10	597	1501	3130	29	0	2533	2504	904
61	10	608	1539	3186	15	52	2578	2563	931
64	10	645	1616	3208	21	1	2563	2542	971
31	10	306	808	3847	36	47	3541	3505	502
33	10	320	850	3927	41	5	3607	3566	530
3	10	19	36	4143	105	7	4124	4019	17
47	10	425	1174	4260	26	21	3835	3809	749
62	10	619	1565	4637	41	13	4018	3977	946
71	10	689	1792	4842	33	14	4153	4120	1103
88	10	805	2176	5251	43	21	4446	4403	1371
48	10	439	1190	5874	73	30	5435	5362	751
18	10	166	463	5894	72	31	5728	5656	297
74	10	718	1861	6361	58	12	5643	5585	1143
82	10	767	2019	6664	58	72	5897	5839	1252
42	10	404	1068	7187	74	26	6783	6709	664
76	10	735	1930	7801	73	45	7066	6993	1195
98	10	889	2441	8208	72	11	7319	7247	1552
57	10	555	1449	8727	103	19	8172	8069	894
73	10	696	1832	9056	92	31	8360	8268	1136
86	10	797	2136	9325	109	0	8528	8419	1339
84	10	774	2076	9378	93	138	8604	8511	1302
44	10	416	1108	9814	126	57	9398	9272	692
0	0	0	-1	10004	10004	0	10004	0	-1
