id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
8	10	70	199	1713	23	36	1643	1620	129
76	10	755	2043	2054	11	0	1299	1288	1288
15	10	127	360	2777	48	13	2650	2602	233
94	10	910	2536	4245	31	11	3335	3304	1626
62	10	625	1638	5171	45	62	4546	4501	1013
69	10	672	1822	5281	47	11	4609	4562	1150
73	10	715	1922	5355	45	18	4640	4595	1207
22	10	156	502	6595	85	67	6439	6354	346
1	10	0	0	6976	137	243	6976	6839	0
9	10	76	202	7002	89	56	6926	6837	126
31	10	280	759	7189	91	64	6909	6818	479
86	10	843	2291	7207	65	0	6364	6299	1448
83	10	832	2216	7217	65	105	6385	6320	1384
21	10	151	482	7880	97	60	7729	7632	331
66	10	650	1714	8248	79	5	7598	7519	1064
26	10	228	615	8308	106	55	8080	7974	387
29	10	253	681	8450	102	24	8197	8095	428
41	10	396	1047	9130	90	16	8734	8644	651
60	10	600	1585	9682	99	59	9082	8983	985
25	10	202	590	9721	122	74	9519	9397	388
0	0	0	-1	10000	10000	0	10000	0	-1
