id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
23	10	217	595	602	7	0	385	378	378
27	10	239	677	684	7	0	445	438	438
39	10	382	1020	1037	17	0	655	638	638
91	10	903	2377	2383	6	0	1480	1474	1474
68	10	683	1779	3484	12	1	2801	2789	1096
83	10	842	2185	3807	30	0	2965	2935	1343
87	10	878	2296	3855	23	0	2977	2954	1418
49	10	490	1275	4490	43	16	4000	3957	785
61	10	630	1607	4857	36	20	4227	4191	977
30	10	286	764	5222	71	0	4936	4865	478
50	10	512	1302	6042	57	30	5530	5473	790
82	10	829	2165	6820	55	9	5991	5936	1336
19	10	165	496	7538	116	0	7373	7257	331
54	10	555	1391	7635	92	16	7080	6988	836
28	10	242	684	8119	105	70	7877	7772	442
74	10	724	1896	8163	61	68	7439	7378	1172
31	10	302	804	8305	114	15	8003	7889	502
81	10	819	2136	8323	44	78	7504	7460	1317
89	10	887	2337	8499	71	39	7612	7541	1450
17	10	145	416	8920	134	0	8775	8641	271
71	10	707	1836	9559	95	9	8852	8757	1129
29	10	277	724	9700	95	88	9423	9328	447
33	10	319	863	9835	109	21	9516	9407	544
12	10	119	298	9845	147	51	9726	9579	179
0	0	0	-1	10016	10016	0	10016	0	-1
