id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
48	10	626	1357	1360	3	0	734	731	731
50	10	643	1400	1414	14	0	771	757	757
1	10	0	0	1420	103	5	1420	1317	0
51	10	657	1420	1430	10	0	773	763	763
53	10	663	1450	1456	6	0	793	787	787
59	10	720	1611	1613	2	0	893	891	891
26	10	268	703	1619	26	0	1351	1325	435
27	10	278	723	1671	28	0	1393	1365	445
69	10	862	1889	1898	9	0	1036	1027	1027
84	10	998	2249	2250	1	0	1252	1251	1251
37	10	455	1051	2439	36	0	1984	1948	596
31	10	357	856	3444	31	8	3087	3056	499
6	10	70	140	3798	98	0	3728	3630	70
3	10	56	65	4042	101	2	3986	3885	9
12	10	133	302	4792	54	12	4659	4605	169
16	10	189	438	5663	56	126	5474	5418	249
70	10	867	1913	6341	52	69	5474	5422	1046
79	10	970	2160	6510	66	0	5540	5474	1190
94	10	1093	2499	6863	53	50	5770	5717	1406
71	10	871	1933	7790	59	72	6919	6860	1062
47	10	623	1344	8668	110	48	8045	7935	721
93	10	1081	2459	9628	83	14	8547	8464	1378
0	0	0	0	10000	9967	0	10000	33	0
