id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
31	10	255	813	849	36	0	594	558	558
15	10	122	849	918	69	0	796	727	727
99	10	1017	1744	1765	21	0	748	727	727
94	10	975	1033	2167	31	13	1192	1161	58
41	10	402	3043	3112	69	0	2710	2641	2641
62	10	612	1365	3543	47	13	2931	2884	753
75	10	754	4895	4930	35	0	4176	4141	4141
17	10	153	164	5374	32	24	5221	5189	11
89	10	879	2856	5547	126	11	4668	4542	1977
22	10	187	208	6057	178	75	5870	5692	21
92	10	938	2571	6220	42	24	5282	5240	1633
50	10	452	1870	6957	95	54	6505	6410	1418
93	10	963	2471	7872	44	112	6909	6865	1508
97	10	995	2436	8001	59	72	7006	6947	1441
58	10	551	1537	8010	50	110	7459	7409	986
59	10	570	1418	8918	99	91	8348	8249	848
4	10	12	155	9357	82	31	9345	9263	143
86	10	860	3629	9366	91	98	8506	8415	2769
36	10	333	5673	9760	132	12	9427	9295	5340
51	10	455	1765	9842	197	167	9387	9190	1310
0	0	0	-1	10006	10006	0	10006	0	-1
