id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
7	10	90	1120	1169	49	0	1079	1030	1030
60	10	604	1565	1583	18	0	979	961	961
59	10	597	1678	1707	29	0	1110	1081	1081
50	10	458	1726	1757	31	0	1299	1268	1268
64	10	645	870	2639	21	1	1994	1973	225
61	10	608	1253	2760	15	52	2152	2137	645
93	10	858	2967	2982	15	0	2124	2109	2109
48	10	439	2856	3405	73	30	2966	2893	2417
31	10	306	1118	3639	36	47	3333	3297	812
23	10	178	3896	3907	11	0	3729	3718	3718
33	10	320	1169	4320	41	5	4000	3959	849
35	10	325	2848	4666	142	22	4341	4199	2523
86	10	797	4830	4939	109	0	4142	4033	4033
75	10	723	5162	5665	503	0	4942	4439	4439
19	10	171	5707	5741	34	0	5570	5536	5536
76	10	735	5161	6353	73	45	5618	5545	4426
62	10	619	1320	6548	41	13	5929	5888	701
47	10	425	3087	7069	26	21	6644	6618	2662
71	10	689	6727	7758	33	14	7069	7036	6038
4	10	39	317	7877	63	28	7838	7775	278
36	10	326	5696	8564	17	16	8238	8221	5370
74	10	718	5676	8613	58	12	7895	7837	4958
42	10	404	3876	8748	74	26	8344	8270	3472
18	10	166	228	9185	72	31	9019	8947	62
82	10	767	6353	9493	58	72	8726	8668	5586
10	10	110	4939	9569	157	51	9459	9302	4829
3	10	19	168	9672	105	7	9653	9548	149
24	10	215	256	9738	127	150	9523	9396	41
0	0	0	-1	10036	10036	0	10036	0	-1
