id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
14	10	113	317	384	67	0	271	204	204
35	10	313	384	395	11	0	82	71	71
74	10	884	908	930	22	0	46	24	24
28	10	250	1925	2033	108	0	1783	1675	1675
61	10	609	2715	2741	26	0	2132	2106	2106
97	10	1110	3015	3081	66	0	1971	1905	1905
47	10	479	3081	3127	46	0	2648	2602	2602
26	10	238	2871	3665	19	109	3427	3408	2633
25	10	229	2307	3677	21	27	3448	3427	2078
18	10	154	1280	3862	217	46	3708	3491	1126
21	10	180	4014	4093	79	0	3913	3834	3834
90	10	1074	4459	4493	34	0	3419	3385	3385
83	10	968	4698	4764	66	0	3796	3730	3730
84	10	971	4588	4879	55	93	3908	3853	3617
5	10	19	1802	5915	58	21	5896	5838	1783
75	10	898	6340	6498	158	0	5600	5442	5442
29	10	264	1722	6908	81	99	6644	6563	1458
45	10	443	4173	7035	116	19	6592	6476	3730
44	10	433	4578	7177	17	15	6744	6727	4145
22	10	206	3373	7634	87	8	7428	7341	3167
55	10	568	2203	7685	62	21	7117	7055	1635
52	10	526	3234	7754	77	35	7228	7151	2708
8	10	54	930	7800	51	114	7746	7695	876
3	10	15	1162	7967	63	80	7952	7889	1147
33	10	301	3914	8136	51	61	7835	7784	3613
11	10	85	3225	8206	87	86	8121	8034	3140
42	10	407	4093	8336	209	82	7929	7720	3686
66	10	652	1353	8354	75	76	7702	7627	701
92	10	1084	4436	8368	37	73	7284	7247	3352
82	10	963	4818	8794	60	162	7831	7771	3855
91	10	1079	1090	8948	95	65	7869	7774	11
27	10	239	2033	9545	107	39	9306	9199	1794
49	10	513	3907	9644	87	61	9131	9044	3394
0	0	0	-1	10039	10039	0	10039	0	-1
