id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
78	11	694	703	861	7	0	167	160	9
85	12	741	750	1353	16	0	612	596	9
86	13	744	759	1521	16	0	777	761	15
16	13	118	126	1801	22	19	1683	1661	8
56	14	417	421	1933	22	55	1516	1494	4
3	16	15	15	3037	27	5	3022	2995	0
65	18	576	576	3667	37	0	3091	3054	0
20	18	163	163	3930	37	15	3767	3730	0
77	19	691	698	4126	48	0	3435	3387	7
96	19	831	831	4172	47	169	3341	3294	0
2	19	14	14	4311	54	6	4297	4243	0
90	23	775	791	5620	61	154	4845	4784	16
44	23	325	326	5691	58	32	5366	5308	1
41	23	314	314	5709	57	17	5395	5338	0
47	23	348	352	5847	67	23	5499	5432	4
6	24	37	37	6121	63	0	6084	6021	0
9	25	65	65	6289	67	3	6224	6157	0
51	26	372	372	6948	75	125	6576	6501	0
59	28	449	453	7483	74	0	7034	6960	4
10	30	68	72	8411	100	114	8343	8243	4
95	33	818	826	9201	100	1	8383	8283	8
83	34	719	738	9701	110	52	8982	8872	19
91	35	801	801	9843	111	48	9042	8931	0
0	0	0	-1	10003	10003	0	10003	0	-1
