id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
99	14	1017	1017	2439	21	0	1422	1401	0
94	16	975	975	2978	31	13	2003	1972	0
17	16	153	153	3204	32	24	3051	3019	0
75	17	754	754	3524	35	0	2770	2735	0
31	18	255	255	3768	36	0	3513	3477	0
93	18	963	963	4028	44	112	3065	3021	0
92	18	938	938	4149	42	24	3211	3169	0
62	19	612	616	4183	47	13	3571	3524	4
58	19	551	551	4432	50	110	3881	3831	0
97	22	995	999	5651	59	72	4656	4597	4
56	24	509	509	6370	64	43	5861	5797	0
41	25	402	402	6827	69	0	6425	6356	0
15	27	122	134	7444	69	0	7322	7253	12
86	27	860	860	7565	91	98	6705	6614	0
4	28	12	20	7880	82	31	7868	7786	8
25	29	196	202	8297	94	42	8101	8007	6
64	30	632	632	8593	85	6	7961	7876	0
65	30	645	645	8598	102	155	7953	7851	0
100	30	1023	1023	8638	100	103	7615	7515	0
70	31	707	707	9064	89	23	8357	8268	0
50	32	452	465	9133	95	54	8681	8586	13
59	32	570	570	9304	99	91	8734	8635	0
48	33	446	452	9506	111	3	9060	8949	6
32	33	264	264	9545	106	41	9281	9175	0
30	33	241	249	9616	104	23	9375	9271	8
71	33	722	722	9627	114	37	8905	8791	0
0	0	0	-1	10000	10000	0	10000	0	-1
