id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
44	12	410	414	1439	12	2	1029	1017	4
40	12	370	374	1553	29	31	1183	1154	4
74	13	677	681	1790	14	0	1113	1099	4
63	14	584	588	2217	23	0	1633	1610	4
36	14	344	344	2271	20	9	1927	1907	0
9	14	112	112	2283	38	49	2171	2133	0
90	17	804	804	3293	34	61	2489	2455	0
73	17	674	677	3343	35	0	2669	2634	3
84	17	752	752	3619	33	0	2867	2834	0
95	19	837	837	4413	47	10	3576	3529	0
2	20	21	21	4719	52	84	4698	4646	0
81	22	714	726	5524	51	0	4810	4759	12
83	23	737	741	5631	66	25	4894	4828	4
10	23	117	117	5916	65	31	5799	5734	0
64	25	611	611	6711	78	1	6100	6022	0
24	26	256	256	6744	76	4	6488	6412	0
18	26	181	181	6907	83	30	6726	6643	0
48	26	435	447	6950	79	24	6515	6436	12
67	27	624	624	7267	78	0	6643	6565	0
52	27	469	473	7403	81	22	6934	6853	4
45	28	414	420	7607	91	78	7193	7102	6
85	29	765	765	7840	84	91	7075	6991	0
3	29	26	26	8040	89	5	8014	7925	0
88	30	798	798	8252	99	64	7454	7355	0
80	31	709	718	8656	108	78	7947	7839	9
7	32	85	85	8888	93	1	8803	8710	0
99	34	872	872	9637	103	37	8765	8662	0
61	34	578	578	9687	124	111	9109	8985	0
43	35	386	386	9936	106	55	9550	9444	0
39	35	368	368	9974	125	91	9606	9481	0
23	35	252	252	9982	115	7	9730	9615	0
0	0	0	0	10003	10004	0	10003	-1	0
