id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
3	10	25	25	41	8	0	16	8	0
26	11	285	285	317	5	0	32	27	0
25	11	274	274	323	7	0	49	42	0
44	11	555	555	571	8	0	16	8	0
88	10	933	948	949	1	0	16	15	15
48	13	611	615	1553	32	69	942	910	4
39	13	503	503	1656	13	0	1153	1140	0
4	13	26	26	1676	28	0	1650	1622	0
68	13	739	749	1819	21	0	1080	1059	10
71	14	762	762	1955	27	6	1193	1166	0
96	15	1058	1058	2349	30	0	1291	1261	0
42	15	530	530	2579	26	0	2049	2023	0
73	16	776	784	2681	26	0	1905	1879	8
78	17	871	871	3200	34	0	2329	2295	0
22	17	238	238	3239	41	0	3001	2960	0
45	17	557	557	3296	32	0	2739	2707	0
53	17	637	647	3386	38	55	2749	2711	10
35	19	431	431	3867	41	0	3436	3395	0
32	19	392	392	4156	42	35	3764	3722	0
24	20	273	273	4236	44	0	3963	3919	0
100	21	1075	1075	4623	48	0	3548	3500	0
5	24	30	45	5580	65	74	5550	5485	15
27	24	290	290	5653	65	27	5363	5298	0
99	24	1074	1074	5727	64	0	4653	4589	0
19	25	206	206	6064	71	126	5858	5787	0
47	26	610	610	6365	79	29	5755	5676	0
89	27	944	950	6735	72	0	5791	5719	6
41	28	519	519	7049	85	15	6530	6445	0
20	29	218	218	7152	94	40	6934	6840	0
75	29	839	839	7166	88	58	6327	6239	0
77	30	865	865	7553	86	33	6688	6602	0
52	30	626	642	7556	99	63	6930	6831	16
8	30	91	91	7598	98	1	7507	7409	0
65	30	722	738	7604	86	12	6882	6796	16
11	31	132	132	7780	88	25	7648	7560	0
66	31	723	739	8022	95	206	7299	7204	16
76	33	854	854	8325	98	48	7471	7373	0
62	33	708	721	8420	119	20	7712	7593	13
49	33	615	623	8500	103	29	7885	7782	8
86	36	914	933	9262	128	75	8348	8220	19
79	39	897	897	9941	136	57	9044	8908	0
0	0	0	0	10000	10012	0	10000	-12	0
