id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
13	13	67	73	1537	15	0	1470	1455	6
57	15	506	510	2676	24	0	2170	2146	4
7	16	26	26	2891	35	9	2865	2830	0
96	16	897	897	2982	26	0	2085	2059	0
89	19	832	832	4293	43	10	3461	3418	0
37	19	330	330	4422	40	47	4092	4052	0
55	19	502	502	4443	47	12	3941	3894	0
3	20	10	10	4796	51	16	4786	4735	0
56	22	504	504	5776	64	43	5272	5208	0
52	24	428	428	6319	63	5	5891	5828	0
39	25	346	346	6726	65	24	6380	6315	0
33	26	300	300	7329	75	11	7029	6954	0
53	27	458	458	7535	74	0	7077	7003	0
81	27	763	763	7666	79	20	6903	6824	0
62	28	567	570	7747	78	23	7180	7102	3
36	28	323	323	7951	78	21	7628	7550	0
26	28	211	211	7993	86	94	7782	7696	0
34	28	310	310	8036	81	28	7726	7645	0
28	30	228	228	8478	92	71	8250	8158	0
68	30	616	616	8753	88	0	8137	8049	0
44	31	367	371	8973	94	3	8606	8512	4
50	31	411	411	9113	100	45	8702	8602	0
60	32	565	565	9276	110	98	8711	8601	0
77	33	743	743	9644	121	41	8901	8780	0
59	33	528	528	9738	103	88	9210	9107	0
0	0	0	-1	10002	10002	0	10002	0	-1
