id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
36	11	424	424	1121	8	0	697	689	0
96	12	1000	1000	1452	11	0	452	441	0
88	13	925	925	1844	13	0	919	906	0
70	15	741	741	2619	25	9	1878	1853	0
53	16	581	581	2958	29	60	2377	2348	0
15	16	222	222	3083	48	7	2861	2813	0
28	16	365	365	3168	34	67	2803	2769	0
60	17	635	635	3487	30	0	2852	2822	0
46	18	504	504	3611	35	0	3107	3072	0
24	18	306	306	3737	34	0	3431	3397	0
79	19	825	825	4218	44	15	3393	3349	0
48	19	525	525	4228	40	49	3703	3663	0
18	19	251	251	4339	52	107	4088	4036	0
7	21	104	104	4941	59	32	4837	4778	0
71	22	747	747	5328	60	0	4581	4521	0
100	23	1034	1034	5588	57	54	4554	4497	0
45	23	492	492	5635	58	6	5143	5085	0
37	25	439	439	6430	69	16	5991	5922	0
44	27	474	481	6952	80	9	6478	6398	7
55	28	588	596	7218	85	25	6630	6545	8
83	31	894	894	8518	96	17	7624	7528	0
61	32	640	640	8589	95	0	7949	7854	0
91	32	955	955	8651	104	10	7696	7592	0
98	32	1003	1007	8784	97	47	7781	7684	4
82	33	871	871	9060	109	57	8189	8080	0
8	35	107	115	9826	104	74	9719	9615	8
69	36	712	712	9958	113	2	9246	9133	0
0	0	0	-1	10002	10002	0	10002	0	-1
