id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
13	10	114	771	912	141	0	798	657	657
48	10	503	3477	3636	159	0	3133	2974	2974
54	10	554	3968	4107	139	0	3553	3414	3414
70	10	673	4812	4963	151	0	4290	4139	4139
76	10	755	5231	5242	11	0	4487	4476	4476
86	10	843	5500	5565	65	0	4722	4657	4657
95	10	931	6144	6366	222	0	5435	5213	5213
15	10	127	1031	6712	48	13	6585	6537	904
21	10	151	1401	7058	97	60	6907	6810	1250
22	10	156	1546	7177	85	67	7021	6936	1390
1	10	0	0	7257	137	243	7257	7120	0
29	10	253	1840	7439	102	24	7186	7084	1587
41	10	396	2712	8120	90	16	7724	7634	2316
42	10	399	2778	8325	269	78	7926	7657	2379
8	10	70	431	8359	23	36	8289	8266	361
7	10	55	404	8367	166	46	8312	8146	349
9	10	76	434	8514	89	56	8438	8349	358
57	10	575	4190	9331	137	2	8756	8619	3615
62	10	625	4349	9468	45	62	8843	8798	3724
64	10	640	4648	9610	152	11	8970	8818	4008
65	10	643	4706	9728	119	33	9085	8966	4063
66	10	650	4707	9771	79	5	9121	9042	4057
0	0	0	-1	10051	10051	0	10051	0	-1
