id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
11	10	117	871	1111	240	0	994	754	754
17	10	145	1655	1789	134	0	1644	1510	1510
19	10	165	1822	1938	116	0	1773	1657	1657
23	10	217	2096	2103	7	0	1886	1879	1879
27	10	239	2315	2322	7	0	2083	2076	2076
30	10	286	2542	2613	71	0	2327	2256	2256
39	10	382	3141	3158	17	0	2776	2759	2759
83	10	842	5232	5262	30	0	4420	4390	4390
87	10	878	5328	5351	23	0	4473	4450	4450
91	10	903	5404	5410	6	0	4507	4501	4501
2	10	6	76	6191	203	27	6185	5982	70
26	10	234	2183	6711	224	10	6477	6253	1949
28	10	242	2322	6776	105	70	6534	6429	2080
31	10	302	2613	6910	114	15	6608	6494	2311
38	10	381	3010	7148	162	12	6767	6605	2629
42	10	432	3267	7425	172	64	6993	6821	2835
46	10	460	3496	7765	201	32	7305	7104	3036
49	10	490	3755	7850	43	16	7360	7317	3265
50	10	512	3815	7877	57	30	7365	7308	3303
54	10	555	4103	8116	92	16	7561	7469	3548
61	10	630	4309	8518	36	20	7888	7852	3679
65	10	663	4390	8953	356	58	8290	7934	3727
68	10	683	4643	9025	12	1	8342	8330	3960
71	10	707	4739	9203	95	9	8496	8401	4032
79	10	792	5127	9664	153	2	8872	8719	4335
82	10	829	5211	9706	55	9	8877	8822	4382
0	0	0	-1	10021	10021	0	10021	0	-1
