id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	10	0	0	259	109	4	259	150	0
14	10	113	501	568	67	0	455	388	388
21	10	180	1101	1180	79	0	1000	921	921
28	10	250	1433	1541	108	0	1291	1183	1183
35	10	313	1998	2009	11	0	1696	1685	1685
47	10	479	3025	3071	46	0	2592	2546	2546
61	10	609	3846	3872	26	0	3263	3237	3237
5	10	19	130	4442	58	21	4423	4365	111
74	10	884	4684	4706	22	0	3822	3800	3800
75	10	898	4706	4864	158	0	3966	3808	3808
83	10	968	5115	5181	66	0	4213	4147	4147
90	10	1074	5410	5444	34	0	4370	4336	4336
97	10	1110	5661	5727	66	0	4617	4551	4551
22	10	206	1191	6023	87	8	5817	5730	985
23	10	210	1234	6028	47	2	5818	5771	1024
25	10	229	1367	6131	21	27	5902	5881	1138
26	10	238	1376	6189	19	109	5951	5932	1138
9	10	57	203	6400	172	76	6343	6171	146
11	10	85	284	6544	87	86	6459	6372	199
8	10	54	200	6590	51	114	6536	6485	146
44	10	433	2759	7499	17	15	7066	7049	2326
45	10	443	2769	7578	116	19	7135	7019	2326
53	10	531	3315	7941	94	3	7410	7316	2784
55	10	568	3396	7992	62	21	7424	7362	2828
62	10	619	3872	8147	55	7	7528	7473	3253
3	10	15	71	8455	63	80	8440	8377	56
18	10	154	800	8849	217	46	8695	8478	646
80	10	957	4989	9377	56	83	8420	8364	4032
84	10	971	5181	9667	55	93	8696	8641	4210
87	10	996	5216	9690	77	10	8694	8617	4220
91	10	1079	5444	9765	95	65	8686	8591	4365
92	10	1084	5491	9829	37	73	8745	8708	4407
0	0	0	-1	10004	10004	0	10004	0	-1
