id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
7	10	90	691	740	49	0	650	601	601
19	10	171	1506	1540	34	0	1369	1335	1335
23	10	178	1595	1606	11	0	1428	1417	1417
2	10	7	16	1682	228	13	1675	1447	9
3	10	19	168	1788	105	7	1769	1664	149
50	10	458	2725	2756	31	0	2298	2267	2267
4	10	39	465	2900	63	28	2861	2798	426
59	10	597	3246	3275	29	0	2678	2649	2649
60	10	604	3275	3293	18	0	2689	2671	2671
75	10	723	3886	4389	503	0	3666	3163	3163
86	10	797	4830	4939	109	0	4142	4033	4033
93	10	858	5169	5184	15	0	4326	4311	4311
24	10	215	1682	6391	127	150	6176	6049	1467
28	10	289	1901	6524	171	31	6235	6064	1612
33	10	320	2141	6699	41	5	6379	6338	1821
35	10	325	2189	6833	142	22	6508	6366	1864
36	10	326	2197	6846	17	16	6520	6503	1871
44	10	416	2485	7477	126	57	7061	6935	2069
48	10	439	2702	7713	73	30	7274	7201	2263
57	10	555	3119	8220	103	19	7665	7562	2564
62	10	619	3299	8408	41	13	7789	7748	2680
61	10	608	3293	8571	15	52	7963	7948	2685
64	10	645	3439	8585	21	1	7940	7919	2794
70	10	688	3603	8963	179	17	8275	8096	2915
71	10	689	3759	8971	33	14	8282	8249	3070
74	10	718	3834	9020	58	12	8302	8244	3116
76	10	735	4389	9199	73	45	8464	8391	3654
88	10	805	4984	9758	43	21	8953	8910	4179
0	0	0	-1	10032	10032	0	10032	0	-1
