id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
4	10	35	122	132	10	0	97	87	87
14	10	103	463	478	15	0	375	360	360
22	10	220	1063	1069	6	0	849	843	843
33	10	317	1514	1525	11	0	1208	1197	1197
40	10	383	2062	2141	79	0	1758	1679	1679
11	10	79	325	2182	105	5	2103	1998	246
45	10	479	2425	2428	3	0	1949	1946	1946
2	10	5	8	2534	151	66	2529	2378	3
16	10	123	491	2742	27	10	2619	2592	368
5	10	45	132	3878	145	17	3833	3688	87
74	10	783	4455	4512	57	0	3729	3672	3672
86	10	961	5114	5178	64	0	4217	4153	4153
25	10	245	1160	6212	112	4	5967	5855	915
26	10	255	1220	6230	58	22	5975	5917	965
29	10	284	1338	6406	132	25	6122	5990	1054
36	10	357	1627	6797	172	27	6440	6268	1270
37	10	365	1728	6839	25	21	6474	6449	1363
42	10	448	2183	6956	150	11	6508	6358	1735
44	10	454	2351	7197	73	9	6743	6670	1897
51	10	525	2767	7687	175	41	7162	6987	2242
82	10	923	4823	9354	113	5	8431	8318	3900
19	10	199	984	9509	70	12	9310	9240	785
88	10	1013	5364	9593	83	21	8580	8497	4351
21	10	218	1038	9736	45	13	9518	9473	820
0	0	0	-1	10005	10005	0	10005	0	-1
