id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
15	10	122	654	723	69	0	601	532	532
1	10	0	0	794	160	33	794	634	0
31	10	255	1329	1365	36	0	1110	1074	1074
5	10	20	183	1846	245	11	1826	1581	163
41	10	402	1952	2021	69	0	1619	1550	1550
75	10	754	4007	4042	35	0	3288	3253	3253
17	10	153	819	5083	32	24	4930	4898	666
99	10	1017	5527	5548	21	0	4531	4510	4510
4	10	12	174	5951	82	31	5939	5857	162
32	10	264	1365	6422	106	41	6158	6052	1101
36	10	333	1702	6584	132	12	6251	6119	1369
50	10	452	2281	7218	95	54	6766	6671	1829
56	10	509	2531	7376	64	43	6867	6803	2022
62	10	612	3126	7992	47	13	7380	7333	2514
64	10	632	3281	8204	85	6	7572	7487	2649
67	10	661	3406	8344	217	24	7683	7466	2745
68	10	668	3579	8453	226	16	7785	7559	2911
70	10	707	3719	8671	89	23	7964	7875	3012
87	10	871	5083	9641	115	2	8770	8655	4212
92	10	938	5221	9842	42	24	8904	8862	4283
94	10	975	5304	9885	31	13	8910	8879	4329
93	10	963	5262	9977	44	112	9014	8970	4299
0	0	0	-1	10003	10003	0	10003	0	-1
