id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
6	10	37	209	272	63	0	235	172	172
15	10	117	686	806	120	0	689	569	569
2	10	14	114	964	54	6	950	896	100
3	10	15	132	986	27	5	971	944	117
9	10	65	370	2920	67	3	2855	2788	305
59	10	449	3024	3098	74	0	2649	2575	2575
65	10	576	3472	3509	37	0	2933	2896	2896
69	10	624	3806	3911	105	0	3287	3182	3182
75	10	685	4222	4369	147	0	3684	3537	3537
77	10	691	4465	4513	48	0	3822	3774	3774
78	10	694	4513	4520	7	0	3826	3819	3819
85	10	741	5000	5016	16	0	4275	4259	4259
86	10	744	5016	5032	16	0	4288	4272	4272
16	10	118	806	5735	22	19	5617	5595	688
99	10	903	5883	6019	136	0	5116	4980	4980
20	10	163	1000	6304	37	15	6141	6104	837
23	10	183	1146	6448	139	31	6265	6126	963
24	10	184	1269	6563	199	14	6379	6180	1085
5	10	26	153	6897	121	40	6871	6750	127
41	10	314	2083	7519	57	17	7205	7148	1769
44	10	325	2112	7559	58	32	7234	7176	1787
48	10	357	2266	8110	263	30	7753	7490	1909
49	10	361	2268	8145	142	38	7784	7642	1907
54	10	401	2690	8303	172	7	7902	7730	2289
56	10	417	2901	8357	22	55	7940	7918	2484
63	10	559	3346	9310	260	1	8751	8491	2787
68	10	603	3683	9823	342	50	9220	8878	3080
0	0	0	-1	10017	10017	0	10017	0	-1
