id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
1	10	0	0	48	48	0	48	0	0
2	10	47	48	79	31	0	32	1	1
12	10	130	147	171	24	0	41	17	17
11	10	128	134	201	43	17	73	30	6
28	10	256	293	378	29	53	122	93	37
40	10	427	430	438	8	0	11	3	3
43	10	468	472	475	3	0	7	4	4
18	10	195	203	568	82	140	373	291	8
34	10	349	389	692	42	43	343	301	40
73	10	756	759	773	14	0	17	3	3
33	10	344	793	821	28	0	477	449	449
84	10	826	834	843	9	0	17	8	8
79	10	805	821	984	36	5	179	143	16
98	10	935	947	995	25	20	60	35	12
56	10	518	1249	1283	34	0	765	731	731
47	10	489	499	1324	54	69	835	781	10
16	10	182	201	1391	99	103	1209	1110	19
6	10	66	1466	1505	39	0	1439	1400	1400
5	10	61	1516	1555	39	0	1494	1455	1455
46	10	484	486	1681	48	116	1197	1149	2
71	10	734	1023	1764	97	47	1030	933	289
23	10	227	266	2098	79	55	1871	1792	39
13	10	151	2829	2883	54	0	2732	2678	2678
42	10	434	3018	3074	56	0	2640	2584	2584
78	10	799	843	3245	93	24	2446	2353	44
31	10	325	2681	3304	110	63	2979	2869	2356
97	10	928	2282	3566	239	114	2638	2399	1354
77	10	777	3693	4087	204	60	3310	3106	2916
27	10	248	4450	4522	72	0	4274	4202	4202
89	10	862	1764	4972	167	18	4110	3943	902
90	10	869	903	5550	238	112	4681	4443	34
67	10	688	5550	5629	79	0	4941	4862	4862
50	10	501	5999	6213	132	30	5712	5580	5498
29	10	286	6354	6924	265	170	6638	6373	6068
7	10	68	79	7585	495	247	7517	7022	11
17	10	184	7790	7875	85	0	7691	7606	7606
26	10	245	258	7877	333	171	7632	7299	13
81	10	819	876	8307	147	223	7488	7341	57
30	10	303	8393	8815	252	52	8512	8260	8090
60	10	581	5101	9263	382	255	8682	8300	4520
3	10	58	95	9559	168	30	9501	9333	37
0	0	0	-1	10017	10017	0	10017	0	-1
