id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
8	10	99	140	167	27	0	68	41	41
12	10	132	138	171	6	5	39	33	6
36	10	317	505	643	46	37	326	280	188
72	10	674	685	693	8	0	19	11	11
94	10	930	1045	1149	38	62	219	181	115
34	10	294	400	1540	153	96	1246	1093	106
82	10	751	768	1779	39	27	1028	989	17
79	10	745	1870	1909	39	0	1164	1125	1125
38	10	334	1948	1988	40	0	1654	1614	1614
71	10	671	672	2052	51	3	1381	1330	1
90	10	881	1221	2227	105	28	1346	1241	340
20	10	200	2074	2369	125	97	2169	2044	1874
30	10	275	337	2606	73	21	2331	2258	62
98	10	972	982	2853	67	27	1881	1814	10
93	10	926	2656	2870	114	13	1944	1830	1730
16	10	175	3011	3148	83	14	2973	2890	2836
3	10	21	75	3445	164	149	3424	3260	54
45	10	386	3791	4002	107	61	3616	3509	3405
81	10	749	770	4059	149	53	3310	3161	21
88	10	820	898	4254	238	105	3434	3196	78
47	10	408	424	4370	78	49	3962	3884	16
24	10	242	261	4553	59	5	4311	4252	19
15	10	142	4429	4826	118	23	4684	4566	4287
59	10	538	4766	4859	67	18	4321	4254	4228
21	10	219	1372	5201	153	102	4982	4829	1153
92	10	919	5349	5985	257	114	5066	4809	4430
39	10	335	2369	6147	185	81	5812	5627	2034
54	10	494	1438	6351	161	43	5857	5696	944
29	10	269	6282	6454	102	58	6185	6083	6013
74	10	710	3661	6764	280	135	6054	5774	2951
63	10	546	2414	7065	121	25	6519	6398	1868
28	10	268	4370	7482	147	75	7214	7067	4102
32	10	290	2509	7517	309	203	7227	6918	2219
96	10	943	953	7840	299	220	6897	6598	10
19	10	198	205	8211	182	150	8013	7831	7
9	10	110	1540	8441	264	147	8331	8067	1430
61	10	543	548	8646	170	256	8103	7933	5
51	10	461	8448	8826	208	67	8365	8157	7987
58	10	524	8552	9085	231	152	8561	8330	8028
22	10	220	1576	9143	282	105	8923	8641	1356
37	10	322	9252	9690	223	71	9368	9145	8930
87	10	813	4859	9773	306	132	8960	8654	4046
76	10	716	9341	9911	226	74	9195	8969	8625
0	0	0	-1	10024	10024	0	10024	0	-1
