id	priority	createdTime	startedTime	terminatedTime	cpuTime	blockedTime	turnaroundTime	waitingTime	responseTime
3	10	15	114	304	27	5	289	262	99
16	10	118	253	308	22	19	190	168	135
56	10	417	418	506	22	55	89	67	1
20	10	163	455	519	37	15	356	319	292
78	10	694	700	707	7	0	13	6	6
85	10	741	753	769	16	0	28	12	12
86	10	744	781	797	16	0	53	37	37
47	10	348	366	846	67	23	498	431	18
96	10	831	846	1093	47	169	262	215	15
90	10	775	868	1123	61	154	348	287	93
2	10	14	195	1209	54	6	1195	1141	181
65	10	576	1287	1324	37	0	748	711	711
89	10	764	769	1766	179	181	1002	823	5
91	10	801	1808	2105	111	48	1304	1193	1007
77	10	691	2151	2199	48	0	1508	1460	1460
44	10	325	2292	2396	58	32	2071	2013	1967
41	10	314	340	2574	57	17	2260	2203	26
51	10	372	384	2759	75	125	2387	2312	12
88	10	759	2775	3090	118	134	2331	2213	2016
53	10	389	3349	3700	150	88	3311	3161	2960
4	10	22	126	3888	140	106	3866	3726	104
5	10	26	3775	4011	121	40	3985	3864	3749
13	10	104	432	4261	124	32	4157	4033	328
34	10	238	4101	4394	131	71	4156	4025	3863
1	10	0	0	4537	287	97	4537	4250	0
9	10	65	4611	4699	67	3	4634	4567	4546
8	10	63	4455	5044	168	103	4981	4813	4392
10	10	68	4759	5100	100	114	5032	4932	4691
6	10	37	5100	5163	63	0	5126	5063	5063
83	10	719	5299	5485	110	52	4766	4656	4580
25	10	185	186	5563	189	273	5378	5189	1
22	10	173	5171	5605	146	145	5432	5286	4998
95	10	818	1055	5670	100	1	4852	4752	237
43	10	324	329	5804	133	121	5480	5347	5
64	10	567	5670	6301	215	146	5734	5519	5103
81	10	713	6020	6317	160	26	5604	5444	5307
73	10	674	688	6387	190	163	5713	5523	14
14	10	115	119	6547	162	106	6432	6270	4
19	10	155	172	6746	192	71	6591	6399	17
59	10	449	6753	6827	74	0	6378	6304	6304
76	10	689	1403	7273	180	128	6584	6404	714
62	10	518	1341	7433	224	42	6915	6691	823
36	10	256	272	8099	183	44	7843	7660	16
28	10	201	6961	8263	437	191	8062	7625	6760
80	10	711	3480	8281	182	56	7570	7388	2769
74	10	677	1016	8523	212	156	7846	7634	339
18	10	138	213	8557	141	37	8419	8278	75
40	10	311	332	8834	165	80	8523	8358	21
55	10	411	8645	8969	137	24	8558	8421	8234
57	10	447	2445	9200	211	30	8753	8542	1998
67	10	587	9631	9899	155	36	9312	9157	9044
0	0	0	-1	10042	10042	0	10042	0	-1
